subregions,years,animal_price,year_id,subregion_id
,2004-2009,151.65,7,5
Southern Europe,2004-2009,266.88,7,1
,2004-2009,108.07,7,5
Southern Europe,2004-2009,239.14,7,1
,2004-2009,230.15,7,5
,2004-2009,97.4,7,5
,2004-2009,142.89,7,5
,2004-2009,171.01,7,5
Western Europe,2004-2009,182.0,7,4
Northern Europe,2004-2009,197.72,7,2
Southern Europe,2004-2009,285.28,7,1
Eastern Europe,2004-2009,141.96,7,3
,2004-2009,182.12,7,5
Southern Europe,2004-2009,168.85,7,1
Western Europe,2004-2009,186.94,7,4
Northern Europe,2004-2009,237.15,7,2
Eastern Europe,2004-2009,175.44,7,3
Eastern Europe,2004-2009,150.6,7,3
Northern Europe,2004-2009,163.88,7,2
,2004-2009,194.94,7,5
,2004-2009,148.36,7,5
Northern Europe,2004-2009,135.9,7,2
Northern Europe,2004-2009,176.88,7,2
Southern Europe,2004-2009,186.92,7,1
,2004-2009,75.9,7,5
Western Europe,2004-2009,61.42,7,4
,2004-2009,130.34,7,5
,2004-2009,158.59,7,5
,2004-2009,91.62,7,5
Eastern Europe,2004-2009,63.51,7,3
,2004-2009,56.66,7,5
Western Europe,2004-2009,61.0,7,4
,2004-2009,183.44,7,5
Northern Europe,2004-2009,163.99,7,2
,2004-2009,139.64,7,5
,2004-2009,134.85,7,5
Northern Europe,2004-2009,125.6,7,2
Northern Europe,2004-2009,137.54,7,2
Western Europe,2004-2009,117.0,7,4
,2004-2009,176.84,7,5
Western Europe,2004-2009,195.62,7,4
Southern Europe,2004-2009,147.41,7,1
Eastern Europe,2004-2009,125.99,7,3
Northern Europe,2004-2009,155.17,7,2
,2004-2009,77.7,7,5
Western Europe,2004-2009,131.0,7,4
Northern Europe,2004-2009,106.99,7,2
Eastern Europe,2004-2009,30.12,7,3
Southern Europe,2004-2009,158.96,7,1
Southern Europe,2004-2009,151.88,7,1
Northern Europe,2004-2009,163.85,7,2
Northern Europe,2004-2009,142.26,7,2
,2004-2009,139.64,7,5
,2004-2009,134.85,7,5
Western Europe,2004-2009,145.0,7,4
,2004-2009,108.07,7,5
Southern Europe,2004-2009,157.01,7,1
Western Europe,2004-2009,125.66,7,4
Northern Europe,2004-2009,120.61,7,2
Southern Europe,2004-2009,104.86,7,1
,2004-2009,190.38,7,5
Northern Europe,2004-2009,65.64,7,2
Southern Europe,2004-2009,165.14,7,1
Northern Europe,2004-2009,107.58,7,2
Northern Europe,2004-2009,104.96,7,2
Western Europe,2004-2009,144.0,7,4
Northern Europe,2004-2009,113.38,7,2
,2004-2009,92.55,7,5
Eastern Europe,2004-2009,97.69,7,3
,2004-2009,96.82,7,5
,2004-2009,151.63,7,5
Western Europe,2004-2009,57.56,7,4
Northern Europe,2004-2009,124.0,7,2
Southern Europe,2004-2009,348.09,7,1
Northern Europe,2004-2009,148.25,7,2
Western Europe,2004-2009,150.0,7,4
Southern Europe,2004-2009,140.19,7,1
Southern Europe,2004-2009,386.45,7,1
Eastern Europe,2004-2009,161.46,7,3
Northern Europe,2004-2009,134.08,7,2
,2004-2009,139.7,7,5
Western Europe,2004-2009,181.0,7,4
Western Europe,2004-2009,161.76,7,4
,2004-2009,237.34,7,5
Eastern Europe,2004-2009,168.12,7,3
Northern Europe,2004-2009,137.54,7,2
Eastern Europe,2004-2009,0.0,7,3
,2004-2009,91.62,7,5
Eastern Europe,2004-2009,151.51,7,3
Northern Europe,2004-2009,129.62,7,2
Western Europe,2004-2009,117.0,7,4
Eastern Europe,2004-2009,0.0,7,3
,2004-2009,132.43,7,5
,2004-2009,148.36,7,5
Northern Europe,2004-2009,21.87,7,2
Western Europe,2004-2009,140.66,7,4
Southern Europe,2004-2009,186.92,7,1
,2004-2009,100.1,7,5
,2004-2009,130.34,7,5
Eastern Europe,2004-2009,0.0,7,3
Western Europe,2004-2009,143.0,7,4
,2004-2009,158.59,7,5
Northern Europe,2004-2009,120.83,7,2
Eastern Europe,2004-2009,63.51,7,3
,2004-2009,176.85,7,5
Southern Europe,2004-2009,224.22,7,1
Eastern Europe,2004-2009,125.99,7,3
Northern Europe,2004-2009,58.3,7,2
,2004-2009,183.2,7,5
Southern Europe,2004-2009,120.45,7,1
,2004-2009,194.94,7,5
Northern Europe,2004-2009,176.88,7,2
Eastern Europe,2004-2009,50.06,7,3
Southern Europe,2004-2009,85.71,7,1
Western Europe,2004-2009,73.0,7,4
,2004-2009,59.02,7,5
Northern Europe,2004-2009,140.46,7,2
Southern Europe,2004-2009,324.94,7,1
Western Europe,2004-2009,80.16,7,4
Southern Europe,2004-2009,266.88,7,1
,2004-2009,230.15,7,5
Eastern Europe,2004-2009,86.94,7,3
Northern Europe,2004-2009,163.99,7,2
,2004-2009,69.17,7,5
Northern Europe,2004-2009,125.6,7,2
Western Europe,2004-2009,265.3,7,4
Eastern Europe,2004-2009,0.0,7,3
,2004-2009,65.09,7,5
Southern Europe,2004-2009,437.87,7,1
Western Europe,2004-2009,401.2,7,4
Southern Europe,2004-2009,472.16,7,1
Eastern Europe,2004-2009,80.97,7,3
,2004-2009,227.16,7,5
Western Europe,2004-2009,80.16,7,4
Northern Europe,2004-2009,73.98,7,2
,2004-2009,87.97,7,5
,2004-2009,70.85,7,5
Western Europe,2004-2009,73.32,7,4
Eastern Europe,2004-2009,86.94,7,3
,2004-2009,69.19,7,5
Southern Europe,2004-2009,150.1,7,1
Southern Europe,2004-2009,52.42,7,1
,2004-2009,72.85,7,5
Northern Europe,2004-2009,66.63,7,2
Southern Europe,2004-2009,125.06,7,1
Northern Europe,2004-2009,82.03,7,2
,2004-2009,59.02,7,5
Northern Europe,2004-2009,91.71,7,2
Eastern Europe,2004-2009,157.09,7,3
Southern Europe,2004-2009,102.8,7,1
Southern Europe,2004-2009,364.95,7,1
Southern Europe,2004-2009,156.56,7,1
,2004-2009,142.88,7,5
Northern Europe,2004-2009,73.44,7,2
,2004-2009,93.95,7,5
Northern Europe,2004-2009,125.62,7,2
,2004-2009,163.19,7,5
Northern Europe,2004-2009,73.44,7,2
Southern Europe,2004-2009,96.12,7,1
Eastern Europe,2004-2009,61.06,7,3
,2004-2009,93.96,7,5
,2004-2009,108.3,7,5
,2004-2009,140.02,7,5
Northern Europe,2004-2009,106.62,7,2
Northern Europe,2004-2009,153.89,7,2
Northern Europe,2004-2009,153.89,7,2
Northern Europe,2004-2009,18.48,7,2
,2004-2009,56.67,7,5
Western Europe,2004-2009,57.56,7,4
Southern Europe,2004-2009,129.55,7,1
Northern Europe,2004-2009,18.55,7,2
Southern Europe,2004-2009,31.35,7,1
Southern Europe,2004-2009,129.55,7,1
Southern Europe,2004-2009,31.35,7,1
,2004-2009,107.58,7,5
,2004-2009,107.58,7,5
Northern Europe,2004-2009,125.62,7,2
Eastern Europe,2004-2009,61.06,7,3
Southern Europe,2004-2009,459.22,7,1
Eastern Europe,2004-2009,0.0,7,3
,2004-2009,227.16,7,5
Eastern Europe,2004-2009,50.06,7,3
Eastern Europe,2004-2009,141.96,7,3
,2004-2009,183.43,7,5
Southern Europe,2004-2009,150.1,7,1
Western Europe,2004-2009,187.0,7,4
Southern Europe,2004-2009,52.42,7,1
Northern Europe,2004-2009,66.63,7,2
Eastern Europe,2004-2009,175.44,7,3
Northern Europe,2004-2009,155.17,7,2
Southern Europe,2004-2009,437.87,7,1
,2004-2009,108.3,7,5
Western Europe,2004-2009,138.79,7,4
,2004-2009,140.02,7,5
Southern Europe,2004-2009,348.09,7,1
Northern Europe,2004-2009,106.62,7,2
Eastern Europe,2004-2009,157.09,7,3
Southern Europe,2004-2009,386.45,7,1
Southern Europe,2004-2009,364.95,7,1
,2004-2009,237.34,7,5
Northern Europe,2004-2009,82.66,7,2
,2004-2009,100.1,7,5
Northern Europe,2004-2009,786.57,7,2
Southern Europe,2004-2009,867.1,7,1
,2004-2009,270.22,7,5
,2004-2009,326.34,7,5
,2004-2009,82.85,7,5
Northern Europe,2004-2009,633.12,7,2
Eastern Europe,2004-2009,129.82,7,3
,2004-2009,613.72,7,5
Northern Europe,2004-2009,621.42,7,2
Western Europe,2004-2009,121.65,7,4
Western Europe,2004-2009,185.06,7,4
Northern Europe,2004-2009,833.86,7,2
,2004-2009,125.88,7,5
Western Europe,2004-2009,267.03,7,4
Northern Europe,2004-2009,154.12,7,2
Western Europe,2004-2009,1357.28,7,4
Southern Europe,2004-2009,187.49,7,1
Northern Europe,2004-2009,71.23,7,2
Western Europe,2004-2009,176.4,7,4
Northern Europe,2004-2009,59.02,7,2
,2004-2009,81.45,7,5
Eastern Europe,2004-2009,65.25,7,3
Eastern Europe,2004-2009,75.58,7,3
Eastern Europe,2004-2009,229.5,7,3
Western Europe,2004-2009,139.3,7,4
Northern Europe,2004-2009,82.65,7,2
Northern Europe,2004-2009,54.22,7,2
Eastern Europe,2004-2009,63.6,7,3
,2004-2009,109.53,7,5
Southern Europe,2004-2009,156.56,7,1
,2004-2009,83.35,7,5
Southern Europe,2004-2009,104.86,7,1
Northern Europe,2004-2009,153.33,7,2
Western Europe,2004-2009,1357.28,7,4
,2004-2009,190.38,7,5
Northern Europe,2004-2009,621.42,7,2
,2004-2009,100.09,7,5
Northern Europe,2004-2009,898.23,7,2
,2004-2009,85.48,7,5
Western Europe,2004-2009,111.0,7,4
Northern Europe,2004-2009,110.49,7,2
Southern Europe,2004-2009,146.4,7,1
Eastern Europe,2004-2009,104.85,7,3
Northern Europe,2004-2009,140.06,7,2
Northern Europe,2004-2009,64.43,7,2
Eastern Europe,2004-2009,76.39,7,3
,2004-2009,155.09,7,5
Southern Europe,2004-2009,200.4,7,1
Western Europe,2004-2009,69.09,7,4
Northern Europe,2004-2009,47.24,7,2
Northern Europe,2004-2009,41.7,7,2
,2004-2009,60.54,7,5
Eastern Europe,2004-2009,54.02,7,3
Eastern Europe,2004-2009,0.0,7,3
,2004-2009,88.03,7,5
Northern Europe,2004-2009,192.23,7,2
Western Europe,2004-2009,85.16,7,4
Northern Europe,2004-2009,45.07,7,2
Eastern Europe,2004-2009,71.68,7,3
Southern Europe,2004-2009,79.55,7,1
Southern Europe,2004-2009,101.56,7,1
Southern Europe,2004-2009,183.73,7,1
Northern Europe,2004-2009,87.45,7,2
,2004-2009,56.03,7,5
Eastern Europe,2004-2009,57.89,7,3
,2004-2009,116.93,7,5
Western Europe,2004-2009,112.8,7,4
Northern Europe,2004-2009,50.51,7,2
Western Europe,2004-2009,123.24,7,4
,2004-2009,228.22,7,5
,2004-2009,64.06,7,5
Western Europe,2004-2009,138.0,7,4
,2004-2009,185.6,7,5
Eastern Europe,2004-2009,138.04,7,3
,2004-2009,277.58,7,5
Southern Europe,2004-2009,294.39,7,1
Southern Europe,2004-2009,248.77,7,1
Western Europe,2004-2009,147.55,7,4
Western Europe,2004-2009,568.0,7,4
Northern Europe,2004-2009,150.73,7,2
Western Europe,2004-2009,436.0,7,4
Western Europe,2004-2009,445.06,7,4
Northern Europe,2004-2009,151.4,7,2
,2004-2009,111.16,7,5
Eastern Europe,2004-2009,62.35,7,3
,2004-2009,131.58,7,5
Western Europe,2004-2009,173.8,7,4
Northern Europe,2004-2009,150.33,7,2
Northern Europe,2004-2009,100.09,7,2
,2004-2009,119.06,7,5
Eastern Europe,2004-2009,63.24,7,3
Eastern Europe,2004-2009,50.08,7,3
Western Europe,2004-2009,952.91,7,4
Eastern Europe,2004-2009,52.31,7,3
Western Europe,2004-2009,182.6,7,4
Northern Europe,2004-2009,71.23,7,2
Northern Europe,2004-2009,154.12,7,2
Southern Europe,2004-2009,167.63,7,1
Northern Europe,2004-2009,633.12,7,2
Northern Europe,2004-2009,107.22,7,2
Eastern Europe,2004-2009,71.68,7,3
Southern Europe,2004-2009,186.32,7,1
Western Europe,2004-2009,148.0,7,4
,2004-2009,146.79,7,5
,2004-2009,196.47,7,5
Eastern Europe,2004-2009,67.6,7,3
,2004-2009,171.34,7,5
Northern Europe,2004-2009,62.12,7,2
Western Europe,2004-2009,320.4,7,4
Northern Europe,2004-2009,93.99,7,2
,2004-2009,184.52,7,5
Eastern Europe,2004-2009,129.82,7,3
Southern Europe,2004-2009,186.32,7,1
,2004-2009,326.34,7,5
,2004-2009,69.71,7,5
Northern Europe,2004-2009,59.02,7,2
Southern Europe,2004-2009,353.82,7,1
Western Europe,2004-2009,87.0,7,4
Northern Europe,2004-2009,153.33,7,2
Eastern Europe,2004-2009,72.37,7,3
,2004-2009,83.35,7,5
Eastern Europe,2004-2009,63.6,7,3
Northern Europe,2004-2009,54.22,7,2
Western Europe,2004-2009,167.2,7,4
Northern Europe,2004-2009,64.43,7,2
,2004-2009,148.68,7,5
Northern Europe,2004-2009,140.06,7,2
Northern Europe,2004-2009,127.9,7,2
Northern Europe,2004-2009,110.54,7,2
,2004-2009,85.48,7,5
Eastern Europe,2004-2009,75.58,7,3
Western Europe,2004-2009,122.0,7,4
,2004-2009,82.85,7,5
,2004-2009,124.26,7,5
Eastern Europe,2004-2009,65.25,7,3
Northern Europe,2004-2009,107.26,7,2
,2004-2009,81.45,7,5
Southern Europe,2004-2009,200.4,7,1
Western Europe,2004-2009,136.3,7,4
Southern Europe,2004-2009,167.63,7,1
,2004-2009,184.52,7,5
Eastern Europe,2004-2009,161.46,7,3
Southern Europe,2004-2009,303.51,7,1
Northern Europe,2004-2009,134.04,7,2
Northern Europe,2004-2009,93.99,7,2
,2004-2009,139.7,7,5
Western Europe,2004-2009,335.1,7,4
Northern Europe,2004-2009,134.72,7,2
Northern Europe,2004-2009,62.12,7,2
Southern Europe,2004-2009,294.39,7,1
,2004-2009,277.6,7,5
,2004-2009,171.34,7,5
Western Europe,2004-2009,180.95,7,4
,2004-2009,155.08,7,5
Southern Europe,2004-2009,170.82,7,1
Eastern Europe,2004-2009,62.35,7,3
Western Europe,2004-2009,143.0,7,4
,2004-2009,120.92,7,5
,2004-2009,111.16,7,5
Northern Europe,2004-2009,151.4,7,2
Western Europe,2004-2009,267.03,7,4
Northern Europe,2004-2009,120.89,7,2
Northern Europe,2004-2009,124.0,7,2
Western Europe,2004-2009,123.24,7,4
Eastern Europe,2004-2009,76.39,7,3
Northern Europe,2004-2009,148.25,7,2
Southern Europe,2004-2009,285.28,7,1
Southern Europe,2004-2009,183.73,7,1
,2004-2009,228.22,7,5
Southern Europe,2004-2009,168.85,7,1
Western Europe,2004-2009,145.85,7,4
Northern Europe,2004-2009,237.15,7,2
Southern Europe,2004-2009,264.79,7,1
Eastern Europe,2004-2009,72.36,7,3
Northern Europe,2004-2009,127.9,7,2
Western Europe,2004-2009,111.24,7,4
Western Europe,2004-2009,116.09,7,4
,2004-2009,97.4,7,5
Eastern Europe,2004-2009,104.85,7,3
Northern Europe,2004-2009,192.22,7,2
Northern Europe,2004-2009,197.69,7,2
Southern Europe,2004-2009,223.56,7,1
Eastern Europe,2004-2009,168.12,7,3
Eastern Europe,2004-2009,67.6,7,3
,2004-2009,171.02,7,5
,2004-2009,196.47,7,5
Western Europe,2004-2009,182.0,7,4
,2004-2009,146.79,7,5
Western Europe,2004-2009,189.54,7,4
Western Europe,2004-2009,120.98,7,4
Southern Europe,2004-2009,248.77,7,1
Southern Europe,2004-2009,123.23,7,1
Western Europe,2004-2009,86.81,7,4
Western Europe,2004-2009,131.93,7,4
Eastern Europe,2004-2009,52.31,7,3
Northern Europe,2004-2009,120.61,7,2
Western Europe,2004-2009,100.0,7,4
,2004-2009,69.7,7,5
Northern Europe,2004-2009,87.5,7,2
Western Europe,2004-2009,131.0,7,4
Southern Europe,2004-2009,101.56,7,1
Southern Europe,2004-2009,79.55,7,1
,2004-2009,96.82,7,5
Northern Europe,2004-2009,898.23,7,2
Northern Europe,2004-2009,107.58,7,2
Northern Europe,2004-2009,833.88,7,2
Southern Europe,2004-2009,867.1,7,1
Western Europe,2004-2009,110.21,7,4
,2004-2009,270.22,7,5
Northern Europe,2004-2009,104.96,7,2
Southern Europe,2004-2009,704.65,7,1
Eastern Europe,2004-2009,229.5,7,3
,2004-2009,92.53,7,5
,2004-2009,956.54,7,5
Eastern Europe,2004-2009,97.69,7,3
,2004-2009,109.73,7,5
Western Europe,2004-2009,116.0,7,4
Western Europe,2004-2009,124.3,7,4
Southern Europe,2004-2009,157.01,7,1
Eastern Europe,2004-2009,63.24,7,3
Eastern Europe,2004-2009,151.51,7,3
,2004-2009,119.05,7,5
Northern Europe,2004-2009,129.65,7,2
Northern Europe,2004-2009,100.14,7,2
,2004-2009,132.43,7,5
Northern Europe,2004-2009,150.33,7,2
Western Europe,2004-2009,162.25,7,4
Northern Europe,2004-2009,119.69,7,2
,2004-2009,131.6,7,5
Western Europe,2004-2009,138.47,7,4
,2004-2009,51.04,7,5
,2004-2009,111.9,7,5
Northern Europe,2004-2009,47.35,7,2
Northern Europe,2004-2009,107.04,7,2
Western Europe,2004-2009,154.44,7,4
Southern Europe,2004-2009,158.96,7,1
,2004-2009,88.05,7,5
Southern Europe,2004-2009,61.04,7,1
Southern Europe,2004-2009,151.88,7,1
Eastern Europe,2004-2009,52.88,7,3
Northern Europe,2004-2009,142.26,7,2
,2004-2009,60.54,7,5
Western Europe,2004-2009,193.5,7,4
Northern Europe,2004-2009,253.41,7,2
Southern Europe,2004-2009,172.22,7,1
Southern Europe,2004-2009,287.14,7,1
Southern Europe,2004-2009,111.62,7,1
,2004-2009,149.73,7,5
Western Europe,2004-2009,32.22,7,4
,2004-2009,126.65,7,5
Northern Europe,2004-2009,85.17,7,2
Northern Europe,2004-2009,41.12,7,2
Southern Europe,2004-2009,39.95,7,1
Eastern Europe,2004-2009,51.2,7,3
Northern Europe,2004-2009,19.71,7,2
Western Europe,2004-2009,184.81,7,4
Eastern Europe,2004-2009,29.98,7,3
Western Europe,2004-2009,99.0,7,4
Western Europe,2004-2009,654.0,7,4
Southern Europe,2004-2009,172.22,7,1
,2004-2009,30.37,7,5
,2004-2009,109.02,7,5
Northern Europe,2004-2009,92.88,7,2
,2004-2009,155.11,7,5
Eastern Europe,2004-2009,0.0,7,3
Northern Europe,2004-2009,25.99,7,2
,2004-2009,23.71,7,5
Southern Europe,2004-2009,838.79,7,1
Northern Europe,2004-2009,225.03,7,2
Northern Europe,2004-2009,26.42,7,2
,2004-2009,126.65,7,5
,2004-2009,174.58,7,5
,2004-2009,120.81,7,5
Northern Europe,2004-2009,108.69,7,2
Western Europe,2004-2009,46.48,7,4
Northern Europe,2004-2009,16.99,7,2
Northern Europe,2004-2009,114.14,7,2
Eastern Europe,2004-2009,0.0,7,3
Northern Europe,2004-2009,114.14,7,2
Northern Europe,2004-2009,30.69,7,2
Eastern Europe,2004-2009,26.47,7,3
Northern Europe,2004-2009,292.84,7,2
,2004-2009,50.9,7,5
,2004-2009,109.02,7,5
,2004-2009,87.94,7,5
Eastern Europe,2004-2009,0.0,7,3
,2004-2009,92.7,7,5
Northern Europe,2004-2009,26.43,7,2
Western Europe,2004-2009,400.0,7,4
Western Europe,2004-2009,69.0,7,4
,2004-2009,92.7,7,5
Eastern Europe,2004-2009,38.38,7,3
Eastern Europe,2004-2009,21.38,7,3
Eastern Europe,2004-2009,0.0,7,3
,2004-2009,87.96,7,5
Southern Europe,2004-2009,52.48,7,1
Eastern Europe,2004-2009,93.3,7,3
,2004-2009,99.9,7,5
Southern Europe,2004-2009,91.43,7,1
Eastern Europe,2004-2009,38.38,7,3
Southern Europe,2004-2009,86.93,7,1
Southern Europe,2004-2009,287.14,7,1
,2004-2009,18.74,7,5
,2004-2009,149.73,7,5
Southern Europe,2004-2009,85.68,7,1
Eastern Europe,2004-2009,51.2,7,3
,2004-2009,23.71,7,5
Eastern Europe,2004-2009,15.23,7,3
Southern Europe,2004-2009,74.67,7,1
Northern Europe,2004-2009,284.52,7,2
,2004-2009,99.89,7,5
Northern Europe,2004-2009,32.11,7,2
,2004-2009,49.88,7,5
Western Europe,2004-2009,134.93,7,4
Eastern Europe,2004-2009,0.0,7,3
,2004-2009,26.59,7,5
Western Europe,2004-2009,764.0,7,4
Southern Europe,2004-2009,59.28,7,1
Western Europe,2004-2009,600.0,7,4
Northern Europe,2004-2009,15.27,7,2
Southern Europe,2004-2009,38.27,7,1
Western Europe,2004-2009,30.41,7,4
Northern Europe,2004-2009,35.31,7,2
,2004-2009,24.97,7,5
Western Europe,2004-2009,32.2,7,4
Northern Europe,2004-2009,15.26,7,2
,2004-2009,24.99,7,5
Northern Europe,2004-2009,25.84,7,2
Northern Europe,2004-2009,33.39,7,2
Northern Europe,2004-2009,25.99,7,2
Southern Europe,2004-2009,29.89,7,1
Northern Europe,2004-2009,25.84,7,2
Southern Europe,2004-2009,36.59,7,1
,2004-2009,27.5,7,5
Western Europe,2004-2009,28.74,7,4
Eastern Europe,2004-2009,16.09,7,3
Western Europe,2004-2009,32.2,7,4
Northern Europe,2004-2009,31.45,7,2
Western Europe,2004-2009,29.52,7,4
Northern Europe,2004-2009,25.61,7,2
Northern Europe,2004-2009,25.62,7,2
,2004-2009,27.52,7,5
Western Europe,2004-2009,29.52,7,4
Northern Europe,2004-2009,30.57,7,2
Southern Europe,2004-2009,34.82,7,1
Eastern Europe,2004-2009,15.66,7,3
Western Europe,2004-2009,30.41,7,4
Southern Europe,2004-2009,30.76,7,1
Southern Europe,2004-2009,32.66,7,1
,2004-2009,24.53,7,5
Northern Europe,2004-2009,35.23,7,2
Western Europe,2004-2009,27.96,7,4
Southern Europe,2004-2009,33.19,7,1
,2004-2009,24.96,7,5
,2004-2009,120.81,7,5
Eastern Europe,2004-2009,20.68,7,3
Eastern Europe,2004-2009,15.27,7,3
Southern Europe,2004-2009,168.78,7,1
Southern Europe,2004-2009,838.79,7,1
Western Europe,2004-2009,27.89,7,4
Northern Europe,2004-2009,108.69,7,2
,2004-2009,24.99,7,5
Northern Europe,2004-2009,32.02,7,2
,2004-2009,26.58,7,5
Southern Europe,2004-2009,33.63,7,1
,2004-2009,174.58,7,5
Southern Europe,2004-2009,30.76,7,1
Northern Europe,2004-2009,16.99,7,2
Northern Europe,2004-2009,33.31,7,2
Northern Europe,2004-2009,31.44,7,2
Northern Europe,2004-2009,29.84,7,2
Southern Europe,2004-2009,29.89,7,1
Western Europe,2004-2009,27.96,7,4
Southern Europe,2004-2009,40.55,7,1
Western Europe,2004-2009,32.22,7,4
,2004-2009,24.97,7,5
Southern Europe,2004-2009,38.73,7,1
Eastern Europe,2004-2009,20.68,7,3
Northern Europe,2004-2009,29.82,7,2
Western Europe,2004-2009,27.62,7,4
,2004-2009,30.35,7,5
Western Europe,2004-2009,27.89,7,4
,2004-2009,18.74,7,5
,2004-2009,155.11,7,5
Southern Europe,2004-2009,39.95,7,1
,2004-2009,65.1,7,5
Western Europe,2004-2009,2.52,7,4
Northern Europe,2004-2009,4.4,7,2
,2004-2009,5.61,7,5
Western Europe,2004-2009,10.02,7,4
Eastern Europe,2004-2009,5.87,7,3
,2004-2009,70.84,7,5
Southern Europe,2004-2009,4.37,7,1
Northern Europe,2004-2009,91.71,7,2
Northern Europe,2004-2009,135.25,7,2
Southern Europe,2004-2009,19.63,7,1
Southern Europe,2004-2009,85.71,7,1
Southern Europe,2004-2009,19.63,7,1
Western Europe,2004-2009,10.02,7,4
Northern Europe,2004-2009,5.99,7,2
Southern Europe,2004-2009,7.08,7,1
Southern Europe,2004-2009,11.12,7,1
Eastern Europe,2004-2009,5.57,7,3
,2004-2009,49.88,7,5
,2004-2009,4.54,7,5
Southern Europe,2004-2009,52.48,7,1
Southern Europe,2004-2009,153.45,7,1
Western Europe,2004-2009,6.47,7,4
Southern Europe,2004-2009,74.67,7,1
Western Europe,2004-2009,11.9,7,4
,2004-2009,18.83,7,5
Eastern Europe,2004-2009,26.47,7,3
Northern Europe,2004-2009,5.37,7,2
Western Europe,2004-2009,6.47,7,4
Southern Europe,2004-2009,25.63,7,1
Western Europe,2004-2009,98.0,7,4
Eastern Europe,2004-2009,80.97,7,3
Eastern Europe,2004-2009,21.38,7,3
Southern Europe,2004-2009,96.68,7,1
,2004-2009,4.55,7,5
,2004-2009,3.15,7,5
,2004-2009,50.9,7,5
Southern Europe,2004-2009,5.45,7,1
Eastern Europe,2004-2009,5.87,7,3
,2004-2009,72.85,7,5
,2004-2009,87.97,7,5
Southern Europe,2004-2009,8.16,7,1
Northern Europe,2004-2009,82.03,7,2
Northern Europe,2004-2009,4.65,7,2
,2004-2009,4.2,7,5
Northern Europe,2004-2009,74.01,7,2
Southern Europe,2004-2009,8.44,7,1
Southern Europe,2004-2009,46.91,7,1
,2004-2009,5.3,7,5
,2004-2009,70.86,7,5
Eastern Europe,2004-2009,93.3,7,3
Western Europe,2004-2009,262.5,7,4
Northern Europe,2004-2009,41.66,7,2
Northern Europe,2004-2009,4.74,7,2
Northern Europe,2004-2009,68.5,7,2
Southern Europe,2004-2009,102.8,7,1
Southern Europe,2004-2009,85.68,7,1
Western Europe,2004-2009,138.0,7,4
,2004-2009,4.8,7,5
Southern Europe,2004-2009,46.91,7,1
Northern Europe,2004-2009,181.38,7,2
Western Europe,2004-2009,69.0,7,4
Northern Europe,2004-2009,41.66,7,2
Northern Europe,2004-2009,58.33,7,2
,2004-2009,44.35,7,5
Western Europe,2004-2009,250.0,7,4
Southern Europe,2004-2009,120.45,7,1
Northern Europe,2004-2009,68.5,7,2
,2004-2009,5.6,7,5
,2004-2009,7.54,7,5
Eastern Europe,2004-2009,131.79,7,3
Southern Europe,2004-2009,37.69,7,1
Northern Europe,2004-2009,5.31,7,2
Northern Europe,2004-2009,133.82,7,2
Eastern Europe,2004-2009,0.0,7,3
Eastern Europe,2004-2009,17.85,7,3
,2004-2009,4.95,7,5
Northern Europe,2004-2009,22.29,7,2
Northern Europe,2004-2009,209.33,7,2
Northern Europe,2004-2009,116.08,7,2
Western Europe,2004-2009,30.79,7,4
,2004-2009,69.91,7,5
Southern Europe,2004-2009,448.24,7,1
Northern Europe,2004-2009,209.33,7,2
,2004-2009,75.31,7,5
Southern Europe,2004-2009,4.86,7,1
Northern Europe,2004-2009,5.27,7,2
Southern Europe,2004-2009,242.9,7,1
,2004-2009,103.1,7,5
Southern Europe,2004-2009,8.27,7,1
Western Europe,2004-2009,327.0,7,4
Southern Europe,2004-2009,30.25,7,1
Northern Europe,2004-2009,5.2,7,2
Northern Europe,2004-2009,209.33,7,2
Northern Europe,2004-2009,4.67,7,2
,2004-2009,30.1,7,5
Eastern Europe,2004-2009,79.89,7,3
Eastern Europe,2004-2009,74.84,7,3
Northern Europe,2004-2009,209.33,7,2
Western Europe,2004-2009,900.0,7,4
,2004-2009,22.42,7,5
Northern Europe,2004-2009,209.33,7,2
Southern Europe,2004-2009,89.28,7,1
Western Europe,2004-2009,13.0,7,4
Southern Europe,2004-2009,35.74,7,1
,2004-2009,201.46,7,5
Western Europe,2004-2009,154.51,7,4
Southern Europe,2004-2009,27.11,7,1
,2004-2009,138.45,7,5
Northern Europe,2004-2009,136.39,7,2
Northern Europe,2004-2009,321.78,7,2
,2004-2009,137.48,7,5
,2004-2009,192.15,7,5
Northern Europe,2004-2009,124.08,7,2
,2004-2009,7.73,7,5
Western Europe,2004-2009,51.0,7,4
Southern Europe,2004-2009,35.28,7,1
Southern Europe,2004-2009,282.78,7,1
,2004-2009,219.67,7,5
,2004-2009,233.51,7,5
Southern Europe,2004-2009,175.98,7,1
Southern Europe,2004-2009,30.34,7,1
Northern Europe,2004-2009,5.77,7,2
Southern Europe,2004-2009,209.38,7,1
Eastern Europe,2004-2009,50.11,7,3
Northern Europe,2004-2009,209.33,7,2
,2004-2009,218.21,7,5
,2004-2009,155.76,7,5
Western Europe,2004-2009,347.5,7,4
Southern Europe,2004-2009,253.4,7,1
Northern Europe,2004-2009,210.0,7,2
Western Europe,2004-2009,31.58,7,4
Northern Europe,2004-2009,30.33,7,2
,2004-2009,242.92,7,5
